geometry,lat,lon,name,facility_type,category,priority,addr:street,addr:city,addr:postcode,phone,website,opening_hours,operator,capacity,building
POINT (112.79948200532876 -7.268909795427492),-7.268909795427492,112.79948200532876,SD Negeri Kalisari II,school,education,2,,,,,,,,,
POINT (112.79617799574831 -7.342735110180526),-7.342735110180526,112.79617799574831,Masjid At Tohirin,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.74562182037764 -7.309527040303259),-7.309527040303259,112.74562182037764,Kantor Keluraham Bendul Merisi,government,government,3,,,,,,,,,
POINT (112.7626976 -7.24798295),-7.24798295,112.7626976,SD Budiyakin,school,education,2,,,,,,,,,school
POINT (112.74061393642634 -7.294460622513881),-7.294460622513881,112.74061393642634,SMP Al Falah Surabaya,school,education,2,,,,,,,,,yes
POINT (112.66860509174273 -7.269827701039575),-7.269827701039575,112.66860509174273,Masjid Al-Mukhlis,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.74267157414866 -7.30762344736162),-7.30762344736162,112.74267157414866,SDS Citra Widati,school,education,2,,,,,,,,,school
POINT (112.67269327720727 -7.262735188709117),-7.262735188709117,112.67269327720727,Kantor Dinas Kehutanan UPTD Surabaya Barat,government,government,3,,,,,,,,,government_office
POINT (112.7784351324562 -7.326275923426268),-7.326275923426268,112.7784351324562,SD Negeri Kalirungkut IV,school,education,2,,,,,,,,,
POINT (112.77939691328417 -7.322404651396023),-7.322404651396023,112.77939691328417,Madrasah Ibtidaiyah Al Bukhori,school,education,2,,,,,,,,,
POINT (112.74283152637113 -7.309661079873714),-7.309661079873714,112.74283152637113,Masjid Baitul Ishlah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.75581531992383 -7.2993382029144085),-7.2993382029144085,112.75581531992383,Sekolah Kreatif SD Muhammadiyah 16 Baratajaya,school,education,2,,,,,,,,,yes
POINT (112.73647112974317 -7.298926101785703),-7.298926101785703,112.73647112974317,Terminal Intermoda Joyoboyo,bus_station,transport,3,,,,,,,,,transportation
POINT (112.72723720922991 -7.305340567127312),-7.305340567127312,112.72723720922991,Musholla Nurul Huda,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.72429821685537 -7.340939911774112),-7.340939911774112,112.72429821685537,Sekolah Misi Interdenominasi,college,education,2,,,,,,,,,
POINT (112.7258948506645 -7.340685524473527),-7.340685524473527,112.7258948506645,SMP PGRI 64,school,education,2,,,,,,,,,
POINT (112.72258397942092 -7.341097351609978),-7.341097351609978,112.72258397942092,Kantor Kelurahan Menanggal,government,government,3,,,,,,,,,
POINT (112.72255115094731 -7.341582789813884),-7.341582789813884,112.72255115094731,Terminal Menanggal,bus_station,transport,3,,,,,,,,,
POINT (112.7210238410498 -7.3373429718183925),-7.3373429718183925,112.7210238410498,Balai RW VI Gayungsari Timur,government,government,3,,,,,,,,,community_group_office
POINT (112.72223649999998 -7.340891700000001),-7.340891700000001,112.72223649999998,Faskes Tingkat 1 Kartini,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.67109384146649 -7.284388167978485),-7.284388167978485,112.67109384146649,Musala Al Hikmah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.72423158094298 -7.339674282766647),-7.339674282766647,112.72423158094298,MI Ittaqu,school,education,2,,,,,,,,,school
POINT (112.75769961480695 -7.300774729068671),-7.300774729068671,112.75769961480695,SDN BARATA JAYA,school,education,2,,,,,,,,,
POINT (112.7401622431846 -7.312702898151637),-7.312702898151637,112.7401622431846,MI Al Karim,school,education,2,,,,,,,,,school
POINT (112.73962182005575 -7.312665819495957),-7.312665819495957,112.73962182005575,KB & RA Roudhatul Athfal,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.73912385000001 -7.31208515),-7.31208515,112.73912385000001,Gedung Serbaguna RW VII Kelurahan Bendul Merisi,government,government,3,,,,,,,,,community_group_office
POINT (112.75649062864451 -7.288340965521383),-7.288340965521383,112.75649062864451,SMP Al Uswah,school,education,2,,,,,,,,,
POINT (112.79626320460247 -7.240431640430424),-7.240431640430424,112.79626320460247,SD Negeri Sukolilo,school,education,2,,,,,,,,,
POINT (112.73756173472304 -7.329808780275746),-7.329808780275746,112.73756173472304,SMP Kristen Petra 5,school,education,2,,,,,,,,,
POINT (112.73788498429988 -7.329905578691466),-7.329905578691466,112.73788498429988,SMA Kristen Petra 5,school,education,2,,,,,,,,,
POINT (112.73774051573625 -7.3306802189564415),-7.3306802189564415,112.73774051573625,SMA Santo Carolus,school,education,2,,,,,,,,,
POINT (112.73427844809031 -7.3332660353713806),-7.3332660353713806,112.73427844809031,Pasar Siwalankerto,marketplace,community,4,,,,,,,,,
POINT (112.73843497262537 -7.329869631347092),-7.329869631347092,112.73843497262537,SD Kristen Petra 9,school,education,2,,,,,,,,,
POINT (112.7383036750405 -7.330234680792601),-7.330234680792601,112.7383036750405,TK Kristen Petra,kindergarten,education,2,,,,,,,,,
POINT (112.737172173963 -7.330535856535588),-7.330535856535588,112.737172173963,SMP Santo Carolus,school,education,2,,,,,,,,,
POINT (112.7359387546481 -7.330242215637135),-7.330242215637135,112.7359387546481,Gereja Gembala Yang Baik,place_of_worship,community,4,,,,,,,,,
POINT (112.73659837643449 -7.330410016607999),-7.330410016607999,112.73659837643449,SD Santo Carolus,school,education,2,,,,,,,,,
POINT (112.73281193659535 -7.3335890282936305),-7.3335890282936305,112.73281193659535,BRI Corporate University,university,education,2,Jalan Siwalankerto Utara II,,,,,,,,
POINT (112.73672495306344 -7.329639855307943),-7.329639855307943,112.73672495306344,SMK Kristen Petra,school,education,2,,,,,,,,,
POINT (112.75986416031313 -7.2841135485230115),-7.2841135485230115,112.75986416031313,SD Muhammadiyah 4 Pucang,school,education,2,,,,,,,,,
POINT (112.75987944586085 -7.283435730605369),-7.283435730605369,112.75987944586085,SD Negeri Kertajaya,school,education,2,,,,,,,,,
POINT (112.75919886080544 -7.2840129250076835),-7.2840129250076835,112.75919886080544,SMA Muhammadiyah 2 Surabaya,school,education,2,,,,,,,,,
POINT (112.75918787494555 -7.283442385432356),-7.283442385432356,112.75918787494555,SMP Muhammadiyah 5,school,education,2,,,,,,,,,
POINT (112.7980085257677 -7.24069339028358),-7.24069339028358,112.7980085257677,SD Muhammadiyah 9,school,education,2,,,,,,,,,
POINT (112.75179437517677 -7.284033041832334),-7.284033041832334,112.75179437517677,SD Negeri Kertajaya IX nomor 215,school,education,2,,,,,,,,,
POINT (112.74160812268505 -7.310508017264913),-7.310508017264913,112.74160812268505,SD Negeri Bendul Merisi,school,education,2,,,,,,,,,
POINT (112.74167235521944 -7.312098205141832),-7.312098205141832,112.74167235521944,Balai RW VI Bendul Merisi,government,government,3,,,,,,,,,community_group_office
POINT (112.7417492567771 -7.310181527384154),-7.310181527384154,112.7417492567771,TK Sakti Merisi,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77104453957081 -7.323161330109799),-7.323161330109799,112.77104453957081,Kantor Urusan Agama Kecamatan Rungkut,government,government,3,,,,,,,,,
POINT (112.76372137975969 -7.318752773476527),-7.318752773476527,112.76372137975969,SD Negeri Kendang Sari III,school,education,2,,,,,,,,,
POINT (112.76558857330873 -7.315309076129819),-7.315309076129819,112.76558857330873,SMA Negeri 14 Surabaya,school,education,2,,,,,,,,,
POINT (112.76912368572255 -7.3192598265335),-7.3192598265335,112.76912368572255,Yayasan Pendidikan Islam TARUNA,school,education,2,,,,,,,,,school
POINT (112.76499599607637 -7.32348625750583),-7.32348625750583,112.76499599607637,SD Negeri Kendang Sari IV nomor 279,school,education,2,,,,,,,,,
POINT (112.76163005849527 -7.322934784960818),-7.322934784960818,112.76163005849527,Masjid Al Ma'ruf,place_of_worship,community,4,,,,,,,,,
POINT (112.7635075450652 -7.3194443819135095),-7.3194443819135095,112.7635075450652,SMP N 17 Surabaya,school,education,2,,,,,,,,,
POINT (112.76888537230757 -7.319301456423016),-7.319301456423016,112.76888537230757,SD Taruna,school,education,2,,,,,,,,,
POINT (112.76211093939507 -7.32236275806386),-7.32236275806386,112.76211093939507,Puskesmas Tenggilis,clinic,healthcare,1,,Jalan Rungkut Mejoyo Selatan Blok P Nomor 48,,,,,,,
POINT (112.77076191763426 -7.322216736973341),-7.322216736973341,112.77076191763426,Puskesmas Kalirungkut,clinic,healthcare,1,,Jalan Rungkut Puskesmas Nomor 1,,,,,,,
POINT (112.7699985 -7.322148200000001),-7.322148200000001,112.7699985,Dinas Pemadam Kebakaran Pos Kali Rungkut,fire_station,emergency,1,,Jalan Raya Rungkut Nomor 35,,,,,,,
POINT (112.77040007489376 -7.326734631906373),-7.326734631906373,112.77040007489376,SD Yayasan Masjid Tholabuddin,school,education,2,,,,,,,,,
POINT (112.73680373022712 -7.2736204351475715),-7.2736204351475715,112.73680373022712,TK SD Serbaguna,school,education,2,,,,,,,,,school
POINT (112.66826654999998 -7.257350349999999),-7.257350349999999,112.66826654999998,SD-SMP Muhammadiyah 14 Surabaya,school,education,2,,,,,,,,,
POINT (112.75738171944988 -7.295125170058372),-7.295125170058372,112.75738171944988,Masjid Sabilul Mutathohhirin,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.75387055072987 -7.251466693371812),-7.251466693371812,112.75387055072987,SD Negeri Tambaksari I,school,education,2,,,,,,,,,
POINT (112.75584146121378 -7.255757457993506),-7.255757457993506,112.75584146121378,FIP Universitas Negeri Surabaya,university,education,2,,,,,,,,,
POINT (112.72966444999999 -7.3020947000000005),-7.3020947000000005,112.72966444999999,Sekolah Budi Dharma,school,education,2,,,,,,,,,yes
POINT (112.75565815765736 -7.295044587023253),-7.295044587023253,112.75565815765736,Masjid Arrohim,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.66334074231239 -7.260099529790806),-7.260099529790806,112.66334074231239,SMP Dorowati,school,education,2,,,,,,,,,school
POINT (112.66497757726881 -7.263322257284333),-7.263322257284333,112.66497757726881,SD Negeri Manukan Kulon I,school,education,2,,,,,,,,,
POINT (112.73583838449706 -7.318987125248165),-7.318987125248165,112.73583838449706,Masjid Mu'ayyad,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.7347163 -7.2983991),-7.2983991,112.7347163,Surabaya Hotel School,school,education,2,,,,,,,,,yes
POINT (112.67342402514397 -7.350371666983042),-7.350371666983042,112.67342402514397,Kelurahan Waru gunung,government,government,3,,,,,,,,,
POINT (112.67861717157841 -7.346025306480174),-7.346025306480174,112.67861717157841,SD Negeri Warugunung II No 449,school,education,2,,,,,,,,,
POINT (112.73823145000001 -7.324388549999999),-7.324388549999999,112.73823145000001,ABLC Students,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.66617812289608 -7.262006210524477),-7.262006210524477,112.66617812289608,SD Negeri Manukan Kulon II/499 - III/540,school,education,2,,,,,,,,,
POINT (112.66322742151587 -7.268733647288385),-7.268733647288385,112.66322742151587,SD Negeri Manukan Kulon VI,school,education,2,,,,,,,,,
POINT (112.66932949066023 -7.2694633201427035),-7.2694633201427035,112.66932949066023,SD Khadijah III,school,education,2,,,,,,,,,
POINT (112.73867694999997 -7.318840599999999),-7.318840599999999,112.73867694999997,Klinik Pratama Muslimat NU 1,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.73734360727386 -7.317219697164009),-7.317219697164009,112.73734360727386,Masjid At Tauhid ( TK Dharma Wanita),place_of_worship,community,4,,,,,,,,,mosque
POINT (112.73250308311809 -7.281797450298771),-7.281797450298771,112.73250308311809,Klinik Estetika dr. Affandi Surabaya,clinic,healthcare,1,,,,,,,,,yes
POINT (112.77132236268557 -7.264003935135965),-7.264003935135965,112.77132236268557,Waron Hospital,hospital,healthcare,1,Jalan Kaliwaron,,,,https://www.waronhospital.com,,,,
POINT (112.69538519339362 -7.328246391347646),-7.328246391347646,112.69538519339362,SDK Santo Yusuf,school,education,2,,,,,,,,,
POINT (112.72990131451056 -7.2516662061449635),-7.2516662061449635,112.72990131451056,SD Negeri Bubutan IV,school,education,2,,,,,,,,,school
POINT (112.74003447451439 -7.325805215176284),-7.325805215176284,112.74003447451439,SD Negeri Jemur Wonosari III/526,school,education,2,,,,,,,,,
POINT (112.74105421670882 -7.326901883403753),-7.326901883403753,112.74105421670882,GKI Jemursari,place_of_worship,community,4,,,,,,,,,church
POINT (112.73997347026578 -7.326092490210906),-7.326092490210906,112.73997347026578,Puskesmas Jemursari,clinic,healthcare,1,,,,,,,,,
POINT (112.76352378752348 -7.275259981910963),-7.275259981910963,112.76352378752348,SMP Dhaniswara Surabaya,school,education,2,,,,,,,,,yes
POINT (112.77217569404117 -7.2685512211875345),-7.2685512211875345,112.77217569404117,Klinik Dharmahusada,pharmacy,healthcare,1,Jalan Dharmahusada Indah,,,,,,,,yes
POINT (112.69400602491307 -7.34120753836193),-7.34120753836193,112.69400602491307,SD Karang Pilang I,school,education,2,,,,,,,,,
POINT (112.69089705075784 -7.339285990075899),-7.339285990075899,112.69089705075784,SD Hang Tuah 8,school,education,2,,,,,,,,,
POINT (112.7579121752921 -7.284518366902717),-7.284518366902717,112.7579121752921,Gereja Kristus Hayat,place_of_worship,community,4,,,,,,,,,church
POINT (112.75723527875247 -7.28530985568865),-7.28530985568865,112.75723527875247,Gereja Getsemani,place_of_worship,community,4,,,,,,,,,church
POINT (112.7604390722075 -7.286194294983065),-7.286194294983065,112.7604390722075,Jurusan Gizi Poltekkes Kemenkes Surabaya,university,education,2,,,,,,,,,yes
POINT (112.76021508491847 -7.285690425082696),-7.285690425082696,112.76021508491847,Laboratorium Kesehatan Dinas Kesehatan Surabaya,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.75727950000002 -7.278802350000002),-7.278802350000002,112.75727950000002,Klinik Kita Kertajaya,clinic,healthcare,1,,,,,,,,,yes
POINT (112.75973155 -7.2922777),-7.2922777,112.75973155,Dermasense Aesthetic Clinic,clinic,healthcare,1,Jl. Ngagel Madya,"Baratajaya, Gubeng, Surabaya",60281,,,,,,clinic
POINT (112.75966768993919 -7.306552201087687),-7.306552201087687,112.75966768993919,Kementerian Perindustrian RI Badan Penelitian dan Pengembangan Industri,government,government,3,,,,,,,,,
POINT (112.75898293258675 -7.306500220042464),-7.306500220042464,112.75898293258675,Kantor Disnakertrans dan Kependudukan UPT P3 TKI,government,government,3,,,,,,,,,
POINT (112.7507355539865 -7.306477773838821),-7.306477773838821,112.7507355539865,TK Islam Plus Al Haqiqi,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.75135147805338 -7.31695891035843),-7.31695891035843,112.75135147805338,Kantor Dinas Kesehatan,government,government,3,,,,,,,,,
POINT (112.75076600053481 -7.310498748815025),-7.310498748815025,112.75076600053481,Kantor Kelurahan Sidosermo,government,government,3,,,,,,,,,
POINT (112.75292354735608 -7.315942808909819),-7.315942808909819,112.75292354735608,Polsek Wonocolo,police,emergency,1,,,,,,,,,
POINT (112.7514118547613 -7.3129373262740405),-7.3129373262740405,112.7514118547613,SD Negeri Sidosermo I,school,education,2,,,,,,,,,
POINT (112.74986754774648 -7.309166411182456),-7.309166411182456,112.74986754774648,TK Al Huda,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.75384555000001 -7.306771800000002),-7.306771800000002,112.75384555000001,Balai RW II Kelurahan Sidosermo,government,government,3,,,,,,,,,community_group_office
POINT (112.7529443527482 -7.311937249905714),-7.311937249905714,112.7529443527482,TK SD AL AZHAR SYIFA BUDI,school,education,2,,,,,,,,,
POINT (112.77034649910628 -7.33669233814593),-7.33669233814593,112.77034649910628,TK An Nur Gunung Anyar,kindergarten,education,2,,,,,,,,,
POINT (112.77438362748741 -7.338050542747726),-7.338050542747726,112.77438362748741,Kantor Urusan Agama Gunung Anyar,government,government,3,,,,,,,,,yes
POINT (112.75995978368356 -7.281362955639513),-7.281362955639513,112.75995978368356,Sekolah Inklusi Galuh Handayani Surabaya,school,education,2,,,,,,,,,yes
POINT (112.7586353499348 -7.286541877644247),-7.286541877644247,112.7586353499348,Masjid Al Khoirot,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.72711703487276 -7.274621332027162),-7.274621332027162,112.72711703487276,Pasar Kupang,marketplace,community,4,,,,,,,,,
POINT (112.72727354689025 -7.275047518845882),-7.275047518845882,112.72727354689025,PAUD Flamboyan,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.72731871665667 -7.274151740800455),-7.274151740800455,112.72731871665667,Pos Lantas Polsek Tegalsari,police,emergency,1,,,,,,,,,police
POINT (112.79657439486999 -7.325111534420146),-7.325111534420146,112.79657439486999,Madrasah Tsanawiyah Negeri 3 Kota Surabaya,school,education,2,,,,,,,,,
POINT (112.73010004209601 -7.34370721898803),-7.34370721898803,112.73010004209601,SMK Negeri 3 Surabaya,school,education,2,,,,,,,,,
POINT (112.72330457121322 -7.343803670474702),-7.343803670474702,112.72330457121322,Kompleks Kelurahan Dukuh Menanggal,government,government,3,,,,,,,,,
POINT (112.73402643723024 -7.34613509258481),-7.34613509258481,112.73402643723024,Badan Lingkungan Hidup,government,government,3,,,,,,,,,
POINT (112.73487647300365 -7.345781678268592),-7.345781678268592,112.73487647300365,Dinas Kebudayaan Dan Pariwisata,government,government,3,,,,,,,,,
POINT (112.7912400210443 -7.326600472186704),-7.326600472186704,112.7912400210443,UPTD Griya Wreda Dinas Sosial,government,government,3,,,,,,,,,
POINT (112.75372187640488 -7.275855141281683),-7.275855141281683,112.75372187640488,Gereja Kristus Anugerah,place_of_worship,community,4,,,,,,,,,church
POINT (112.79124311855205 -7.32755630614577),-7.32755630614577,112.79124311855205,Masjid Baitul Mamur,place_of_worship,community,4,,,,,,,,,
